Orthogroup	Athaliana_Araport11	Knitens_v1.1	Mpolymorpha_v6	Pmargaritaceum_v1	Ppatens_v3.3
OG0031462					Pp3c20_4150
OG0031463					Pp3c20_4410
OG0031464					Pp3c20_4530
OG0031465					Pp3c20_4730
OG0031466					Pp3c20_4600
OG0031467					Pp3c20_4750
OG0031468					Pp3c20_4880
OG0031469					Pp3c20_4740
OG0031470					Pp3c20_5160
OG0031471					Pp3c20_5430
OG0031472					Pp3c20_5650
OG0031473					Pp3c20_5470
OG0031474					Pp3c20_6040
OG0031475					Pp3c20_6260
OG0031476					Pp3c20_6510
OG0031477					Pp3c20_6720
OG0031478					Pp3c20_6530
OG0031479					Pp3c20_6940
OG0031480					Pp3c20_7210
OG0031481					Pp3c20_7410
OG0031482					Pp3c20_7760
OG0031483					Pp3c20_7950
OG0031484					Pp3c20_8040
OG0031485					Pp3c20_8220
OG0031486					Pp3c20_8170
OG0031487					Pp3c20_8800
OG0031488					Pp3c20_9230
OG0031489					Pp3c20_9340
OG0031490					Pp3c20_9380
OG0031491					Pp3c20_9430
OG0031492					Pp3c20_9540
OG0031493					Pp3c20_9330
OG0031494					Pp3c20_10280
OG0031495					Pp3c20_10760
OG0031496					Pp3c20_10970
OG0031497					Pp3c20_11560
OG0031498					Pp3c20_11570
OG0031499					Pp3c20_12080
OG0031500					Pp3c20_12266
OG0031501					Pp3c20_12290
OG0031502					Pp3c20_13080
OG0031503					Pp3c20_12980
OG0031504					Pp3c20_13100
OG0031505					Pp3c20_13500
OG0031506					Pp3c20_14350
OG0031507					Pp3c20_14650
OG0031508					Pp3c20_14610
OG0031509					Pp3c20_15000
OG0031510					Pp3c20_15040
OG0031511					Pp3c20_14770
OG0031512					Pp3c20_15320
OG0031513					Pp3c20_15580
OG0031514					Pp3c20_15560
OG0031515					Pp3c20_15090
OG0031516					Pp3c20_15630
OG0031517					Pp3c20_15420
OG0031518					Pp3c20_15820
OG0031519					Pp3c20_15920
OG0031520					Pp3c20_16030
OG0031521					Pp3c20_16400
OG0031522					Pp3c20_16440
OG0031523					Pp3c20_16410
OG0031524					Pp3c20_16940
OG0031525					Pp3c20_16830
OG0031526					Pp3c20_17210
OG0031527					Pp3c20_17310
OG0031528					Pp3c20_18130
OG0031529					Pp3c20_18320
OG0031530					Pp3c20_19090
OG0031531					Pp3c20_19200
OG0031532					Pp3c20_18860
OG0031533					Pp3c20_19680
OG0031534					Pp3c20_19770
OG0031535					Pp3c20_19840
OG0031536					Pp3c20_20120
OG0031537					Pp3c20_20350
OG0031538					Pp3c20_20440
OG0031539					Pp3c20_19870
OG0031540					Pp3c20_21110
OG0031541					Pp3c20_21430
OG0031542					Pp3c20_21410
OG0031543					Pp3c20_21510
OG0031544					Pp3c20_21540, Pp3c20_21550
OG0031545					Pp3c20_21820, Pp3c20_21833
OG0031546					Pp3c20_21850
OG0031547					Pp3c20_21980
OG0031548					Pp3c20_22750
OG0031549					Pp3c20_22880
OG0031550					Pp3c20_23080
OG0031551					Pp3c20_23280
OG0031552					Pp3c20_23440
OG0031553					Pp3c20_23600
OG0031554					Pp3c20_23610
OG0031555					Pp3c20_23830
OG0031556					Pp3c17_120, Pp3c20_23910
OG0031557					Pp3c19_130
OG0031558					Pp3c19_510
OG0031559					Pp3c19_550
OG0031560					Pp3c19_790
OG0031561					Pp3c19_970, Pp3c19_974
OG0031562					Pp3c19_1710
OG0031563					Pp3c19_1670
OG0031564					Pp3c19_1880
OG0031565					Pp3c19_1910, Pp3c19_1970
OG0031566					Pp3c19_2240
OG0031567					Pp3c19_2400
OG0031568					Pp3c19_2720
OG0031569					Pp3c19_2590
OG0031570					Pp3c19_2760
OG0031571					Pp3c19_2940
OG0031572					Pp3c19_2900
OG0031573					Pp3c19_3220
OG0031574					Pp3c19_3501
OG0031575					Pp3c19_3520, Pp3c19_3524
OG0031576					Pp3c19_3680
OG0031577					Pp3c19_3660
OG0031578					Pp3c19_3870
OG0031579					Pp3c19_3730
OG0031580					Pp3c19_3850
OG0031581					Pp3c19_4112
OG0031582					Pp3c19_4010
OG0031583					Pp3c19_4360
OG0031584					Pp3c19_4620
OG0031585					Pp3c19_5030
OG0031586					Pp3c19_4858
OG0031587					Pp3c19_5340
OG0031588					Pp3c19_5760
OG0031589					Pp3c19_5610
OG0031590					Pp3c19_6120
OG0031591					Pp3c19_6440
OG0031592					Pp3c19_6820
OG0031593					Pp3c19_7030
OG0031594					Pp3c19_7140
OG0031595					Pp3c19_7390
OG0031596					Pp3c19_7500
OG0031597					Pp3c19_7650
OG0031598					Pp3c19_7910, Pp3c19_7916
OG0031599					Pp3c19_7960
OG0031600					Pp3c19_8050
OG0031601					Pp3c19_8160
OG0031602					Pp3c19_8650
OG0031603					Pp3c19_8420
OG0031604					Pp3c19_8060, Pp3c19_8062
OG0031605					Pp3c19_8690
OG0031606					Pp3c19_8590
OG0031607					Pp3c19_8790
OG0031608					Pp3c19_8670
OG0031609					Pp3c19_8950
OG0031610					Pp3c19_9180, Pp3c19_9182
OG0031611					Pp3c19_10010
OG0031612					Pp3c19_9690
OG0031613					Pp3c19_9940
OG0031614					Pp3c19_9990
OG0031615					Pp3c19_10730
OG0031616					Pp3c19_10500, Pp3c19_10510
OG0031617					Pp3c19_10470
OG0031618					Pp3c19_10760, Pp3c19_10800
OG0031619					Pp3c19_11540
OG0031620					Pp3c19_11610
OG0031621					Pp3c19_12060
OG0031622					Pp3c19_11810
OG0031623					Pp3c19_12230
OG0031624					Pp3c19_12290
OG0031625					Pp3c19_12650
OG0031626					Pp3c19_12750
OG0031627					Pp3c19_12950
OG0031628					Pp3c19_14090
OG0031629					Pp3c19_14510
OG0031630					Pp3c19_14690
OG0031631					Pp3c19_14720
OG0031632					Pp3c19_14780
OG0031633					Pp3c19_14650
OG0031634					Pp3c19_14760
OG0031635					Pp3c19_14950
OG0031636					Pp3c19_15640
OG0031637					Pp3c19_15480
OG0031638					Pp3c19_15330
OG0031639					Pp3c19_15440
OG0031640					Pp3c19_15620
OG0031641					Pp3c19_15940
OG0031642					Pp3c19_16060
OG0031643					Pp3c19_16070
OG0031644					Pp3c19_16030
OG0031645					Pp3c19_16330
OG0031646					Pp3c19_16460
OG0031647					Pp3c19_16560
OG0031648					Pp3c19_16830
OG0031649					Pp3c19_16860
OG0031650					Pp3c19_16660
OG0031651					Pp3c19_17080
OG0031652					Pp3c19_16990
OG0031653					Pp3c19_17090
OG0031654					Pp3c19_17210
OG0031655					Pp3c19_17170
OG0031656					Pp3c19_17370
OG0031657					Pp3c19_17420
OG0031658					Pp3c19_17620
OG0031659					Pp3c19_17730
OG0031660					Pp3c19_18270
OG0031661					Pp3c19_19280
OG0031662					Pp3c19_19380
OG0031663					Pp3c19_19230
OG0031664					Pp3c19_19750
OG0031665					Pp3c19_19780
OG0031666					Pp3c19_19830
OG0031667					Pp3c19_20484
OG0031668					Pp3c19_20270
OG0031669					Pp3c19_20390
OG0031670					Pp3c19_20620
OG0031671					Pp3c19_20760
OG0031672					Pp3c19_20810
OG0031673					Pp3c19_20850
OG0031674					Pp3c19_20920
OG0031675					Pp3c19_21290
OG0031676					Pp3c19_21220
OG0031677					Pp3c19_22130
OG0031678					Pp3c19_22570
OG0031679					Pp3c19_23130
OG0031680					Pp3c19_23170
OG0031681					Pp3c18_1850
OG0031682					Pp3c18_1780
OG0031683					Pp3c18_2310
OG0031684					Pp3c18_3810
OG0031685					Pp3c18_2900
OG0031686					Pp3c18_3780
OG0031687					Pp3c18_4347, Pp3c18_4350
OG0031688					Pp3c18_4040
OG0031689					Pp3c18_4330
OG0031690					Pp3c18_4590
OG0031691					Pp3c18_4530
OG0031692					Pp3c18_4830
OG0031693					Pp3c18_4660
OG0031694					Pp3c18_4840
OG0031695					Pp3c18_5340
OG0031696					Pp3c18_5280
OG0031697					Pp3c18_6080
OG0031698					Pp3c18_6220
OG0031699					Pp3c18_5730
OG0031700					Pp3c18_6350
OG0031701					Pp3c18_6530
OG0031702					Pp3c18_6379
OG0031703					Pp3c18_6520
OG0031704					Pp3c18_6690
OG0031705					Pp3c18_6990
OG0031706					Pp3c18_7460
OG0031707					Pp3c18_7700
OG0031708					Pp3c18_7740
OG0031709					Pp3c18_7860
OG0031710					Pp3c18_8140
OG0031711					Pp3c18_7950
OG0031712					Pp3c18_8070
OG0031713					Pp3c18_8480
OG0031714					Pp3c18_8490
OG0031715					Pp3c18_8340
OG0031716					Pp3c18_8740
OG0031717					Pp3c18_8960
OG0031718					Pp3c18_9170
OG0031719					Pp3c18_9020
OG0031720					Pp3c18_9130
OG0031721					Pp3c18_9080, Pp3c18_9091
OG0031722					Pp3c18_9000
OG0031723					Pp3c18_9180
OG0031724					Pp3c18_9260
OG0031725					Pp3c18_9930
OG0031726					Pp3c18_10110
OG0031727					Pp3c18_10680
OG0031728					Pp3c18_10790
OG0031729					Pp3c18_10990
OG0031730					Pp3c18_11200
OG0031731					Pp3c18_11690
OG0031732					Pp3c18_12050
OG0031733					Pp3c18_11980
OG0031734					Pp3c18_12210
OG0031735					Pp3c18_12580
OG0031736					Pp3c18_12390
OG0031737					Pp3c18_12600
OG0031738					Pp3c18_12630
OG0031739					Pp3c18_13070
OG0031740					Pp3c18_13170
OG0031741					Pp3c18_13180
OG0031742					Pp3c18_13480
OG0031743					Pp3c18_14170
OG0031744					Pp3c18_14540
OG0031745					Pp3c18_14600
OG0031746					Pp3c18_14630
OG0031747					Pp3c18_14610
OG0031748					Pp3c18_14750
OG0031749					Pp3c18_14850
OG0031750					Pp3c18_15330
OG0031751					Pp3c18_15700
OG0031752					Pp3c18_15510
OG0031753					Pp3c18_16059
OG0031754					Pp3c18_16120
OG0031755					Pp3c18_16500
OG0031756					Pp3c18_17110
OG0031757					Pp3c18_17580
OG0031758					Pp3c18_17710
OG0031759					Pp3c18_18040
OG0031760					Pp3c18_18100
OG0031761					Pp3c18_19130
OG0031762					Pp3c18_19210
OG0031763					Pp3c18_20090
OG0031764					Pp3c18_20340
OG0031765					Pp3c18_20500
OG0031766					Pp3c18_21010
OG0031767					Pp3c18_20970
OG0031768					Pp3c18_21570
OG0031769					Pp3c18_22050
OG0031770					Pp3c18_22080
OG0031771					Pp3c18_22071, Pp3c18_22140
OG0031772					Pp3c17_28, Pp3c17_36
OG0031773					Pp3c17_190
OG0031774					Pp3c17_910
OG0031775					Pp3c17_950
OG0031776					Pp3c17_1020
OG0031777					Pp3c17_1070
OG0031778					Pp3c17_1240
OG0031779					Pp3c17_1320
OG0031780					Pp3c17_1410
OG0031781					Pp3c17_1450
OG0031782					Pp3c17_1640
OG0031783					Pp3c17_2150
OG0031784					Pp3c17_2220
OG0031785					Pp3c17_3860
OG0031786					Pp3c17_3610
OG0031787					Pp3c17_4150
OG0031788					Pp3c17_4450
OG0031789					Pp3c17_4880
OG0031790					Pp3c17_5320
OG0031791					Pp3c17_5730
OG0031792					Pp3c17_5760
OG0031793					Pp3c17_5820
OG0031794					Pp3c17_6060
OG0031795					Pp3c17_6260, Pp3s67_72
OG0031796					Pp3c17_6380
OG0031797					Pp3c17_6310
OG0031798					Pp3c17_6890
OG0031799					Pp3c17_6870
OG0031800					Pp3c17_7120
OG0031801					Pp3c17_7450
OG0031802					Pp3c17_7480
OG0031803					Pp3c17_7510
OG0031804					Pp3c17_7640
OG0031805					Pp3c17_7750
OG0031806					Pp3c17_8000
OG0031807					Pp3c17_8620
OG0031808					Pp3c17_8560
OG0031809					Pp3c17_8820
OG0031810					Pp3c17_8770
OG0031811					Pp3c17_8980
OG0031812					Pp3c17_9100
OG0031813					Pp3c17_9350
OG0031814					Pp3c17_9180
OG0031815					Pp3c17_9510
OG0031816					Pp3c17_9490
OG0031817					Pp3c17_9390
OG0031818					Pp3c17_9810
OG0031819					Pp3c17_9560
OG0031820					Pp3c17_10010
OG0031821					Pp3c17_10030
OG0031822					Pp3c17_10060
OG0031823					Pp3c17_10200
OG0031824					Pp3c17_10970
OG0031825					Pp3c17_11090
OG0031826					Pp3c17_11180
OG0031827					Pp3c17_11530
OG0031828					Pp3c17_11980
OG0031829					Pp3c17_12730
OG0031830					Pp3c17_12820
OG0031831					Pp3c17_13190
OG0031832					Pp3c17_13282
OG0031833					Pp3c17_13980
OG0031834					Pp3c17_14250
OG0031835					Pp3c17_14510
OG0031836					Pp3c17_14671
OG0031837					Pp3c17_15078
OG0031838					Pp3c17_15250
OG0031839					Pp3c17_16170
OG0031840					Pp3c17_16030
OG0031841					Pp3c17_16340
OG0031842					Pp3c17_16470
OG0031843					Pp3c17_16430
OG0031844					Pp3c17_16710
OG0031845					Pp3c17_16600
OG0031846					Pp3c17_17350
OG0031847					Pp3c17_17450
OG0031848					Pp3c17_17720
OG0031849					Pp3c17_17870
OG0031850					Pp3c17_18200
OG0031851					Pp3c17_18300
OG0031852					Pp3c17_19100
OG0031853					Pp3c17_18960
OG0031854					Pp3c2_30210
OG0031855					Pp3c17_19280
OG0031856					Pp3c17_19460
OG0031857					Pp3c17_19570
OG0031858					Pp3c17_19150
OG0031859					Pp3c17_19910
OG0031860					Pp3c17_19590
OG0031861					Pp3c17_20250
OG0031862					Pp3c17_20870, Pp3c17_20880
OG0031863					Pp3c17_20740
OG0031864					Pp3c17_21460
OG0031865					Pp3c17_21750
OG0031866					Pp3c17_21950
OG0031867					Pp3c17_21890
OG0031868					Pp3c17_22210
OG0031869					Pp3c17_22520
OG0031870					Pp3c17_22120
OG0031871					Pp3c17_22800
OG0031872					Pp3c17_22530
OG0031873					Pp3c17_22960
OG0031874					Pp3c17_23130
OG0031875					Pp3c17_23780
OG0031876					Pp3c16_20
OG0031877					Pp3c16_890
OG0031878					Pp3c16_860
OG0031879					Pp3c16_1240
OG0031880					Pp3c16_1430
OG0031881					Pp3c16_1470
OG0031882					Pp3c16_1740
OG0031883					Pp3c16_1971
OG0031884					Pp3c16_2380
OG0031885					Pp3c16_2330
OG0031886					Pp3c16_2770
OG0031887					Pp3c16_3130
OG0031888					Pp3c16_3260
OG0031889					Pp3c16_3650
OG0031890					Pp3c16_3670
OG0031891					Pp3c16_3830
OG0031892					Pp3c16_4070
OG0031893					Pp3c16_4060
OG0031894					Pp3c16_4250
OG0031895					Pp3c16_5010, Pp3c16_5070
OG0031896					Pp3c16_4940, Pp3c16_5100
OG0031897					Pp3c16_5160
OG0031898					Pp3c16_5619
OG0031899					Pp3c16_6030
OG0031900					Pp3c16_6415
OG0031901					Pp3c16_6800
OG0031902					Pp3c16_7080
OG0031903					Pp3c16_7290
OG0031904					Pp3c16_7500
OG0031905					Pp3c16_7580
OG0031906					Pp3c16_7740
OG0031907					Pp3c16_7960
OG0031908					Pp3c16_8210
OG0031909					Pp3c16_8370
OG0031910					Pp3c16_8520
OG0031911					Pp3c16_8490
OG0031912					Pp3c16_9110
OG0031913					Pp3c16_10000
OG0031914					Pp3c16_9554
OG0031915					Pp3c16_9850, Pp3c16_9851
OG0031916					Pp3c16_9860
OG0031917					Pp3c16_9910
OG0031918					Pp3c16_10020
OG0031919					Pp3c16_10240
OG0031920					Pp3c16_10080
OG0031921					Pp3c16_10360
OG0031922					Pp3c16_10620
OG0031923					Pp3c16_10460, Pp3c16_10461
OG0031924					Pp3c16_10840
OG0031925					Pp3c16_11680
OG0031926					Pp3c16_11920
OG0031927					Pp3c16_11810
OG0031928					Pp3c16_11530
OG0031929					Pp3c16_11790
OG0031930					Pp3c16_12010
OG0031931					Pp3c16_12610
OG0031932					Pp3c16_12680
OG0031933					Pp3c16_12830
OG0031934					Pp3c16_12890
OG0031935					Pp3c16_13280
OG0031936					Pp3c16_13420
OG0031937					Pp3c16_13220
OG0031938					Pp3c16_13520
OG0031939					Pp3c16_14010
OG0031940					Pp3c16_14050
OG0031941					Pp3c16_14140
OG0031942					Pp3c16_14440
OG0031943					Pp3c16_15090
OG0031944					Pp3c16_15280
OG0031945					Pp3c16_14431
OG0031946					Pp3c16_15130
OG0031947					Pp3c16_15760
OG0031948					Pp3c16_15340, Pp3c16_15350
OG0031949					Pp3c16_15370
OG0031950					Pp3c16_15710
OG0031951					Pp3c16_15860
OG0031952					Pp3c16_15900
OG0031953					Pp3c16_15750
OG0031954					Pp3c16_16150
OG0031955					Pp3c16_15920
OG0031956					Pp3c16_16170
OG0031957					Pp3c16_16420
OG0031958					Pp3c16_16490
OG0031959					Pp3c16_16480
OG0031960					Pp3c16_17390
OG0031961					Pp3c16_17710
OG0031962					Pp3c16_17720
OG0031963					Pp3c16_18077, Pp3c16_18083
OG0031964					Pp3c16_18250
OG0031965					Pp3c16_18078, Pp3c16_18085
OG0031966					Pp3c16_18010
OG0031967					Pp3c16_18300
OG0031968					Pp3c16_19230
OG0031969					Pp3c16_19200
OG0031970					Pp3c16_19280
OG0031971					Pp3c16_19400
OG0031972					Pp3c16_19740
OG0031973					Pp3c16_19750
OG0031974					Pp3c16_19700
OG0031975					Pp3c16_20390, Pp3c16_20400
OG0031976					Pp3c16_21250
OG0031977					Pp3c16_20930
OG0031978					Pp3c16_21110
OG0031979					Pp3c16_20780
OG0031980					Pp3c16_21480
OG0031981					Pp3c16_21450
OG0031982					Pp3c16_21960
OG0031983					Pp3c16_22570
OG0031984					Pp3c16_22680
OG0031985					Pp3c16_23010
OG0031986					Pp3c16_23190
OG0031987					Pp3c16_23610
OG0031988					Pp3c16_23550
OG0031989					Pp3c16_23860
OG0031990					Pp3c16_23790
OG0031991					Pp3c16_23930
OG0031992					Pp3c16_24520
OG0031993					Pp3c16_24440
OG0031994					Pp3c16_24530
OG0031995					Pp3c16_24050
OG0031996					Pp3c16_24430
OG0031997					Pp3c16_25320
OG0031998					Pp3c16_25220
OG0031999					Pp3c16_25500
OG0032000					Pp3c16_25690
OG0032001					Pp3c16_25620
OG0032002					Pp3c15_190
OG0032003					Pp3c15_740, Pp3c15_741
OG0032004					Pp3c15_500
OG0032005					Pp3c15_690
OG0032006					Pp3c15_440
OG0032007					Pp3c15_761
OG0032008					Pp3c15_1300
OG0032009					Pp3c15_1270
OG0032010					Pp3c15_960
OG0032011					Pp3c15_2170
OG0032012					Pp3c15_2240
OG0032013					Pp3c15_2570
OG0032014					Pp3c15_2270
OG0032015					Pp3c15_2880
OG0032016					Pp3c15_3240
OG0032017					Pp3c15_2990
OG0032018					Pp3c15_2710
OG0032019					Pp3c15_2870
OG0032020					Pp3c15_3620
OG0032021					Pp3c15_4130
OG0032022					Pp3c15_4070
OG0032023					Pp3c15_4570
OG0032024					Pp3c15_4500
OG0032025					Pp3c15_5110
OG0032026					Pp3c15_5290
OG0032027					Pp3c15_5390
OG0032028					Pp3c15_6030
OG0032029					Pp3c15_7360
OG0032030					Pp3c15_7500
OG0032031					Pp3c15_7560, Pp3s52_100
OG0032032					Pp3c15_7460
OG0032033					Pp3c15_7690
OG0032034					Pp3c15_7730
OG0032035					Pp3c15_7820
OG0032036					Pp3c15_8070
OG0032037					Pp3c15_8180
OG0032038					Pp3c15_9350
OG0032039					Pp3c15_10120
OG0032040					Pp3c15_9790
OG0032041					Pp3c15_10471
OG0032042					Pp3c15_10760
OG0032043					Pp3c15_10840
OG0032044					Pp3c15_10550
OG0032045					Pp3c15_10530
OG0032046					Pp3c15_11030, Pp3s205_40
OG0032047					Pp3c15_11022, Pp3s205_30
OG0032048					Pp3c15_11260
OG0032049					Pp3c15_11230
OG0032050					Pp3c15_11310
OG0032051					Pp3c15_11610
OG0032052					Pp3c15_11330
OG0032053					Pp3c15_12290
OG0032054					Pp3c15_13170
OG0032055					Pp3c15_13560
OG0032056					Pp3c15_14270
OG0032057					Pp3c15_14580
OG0032058					Pp3c15_14740
OG0032059					Pp3c15_15230
OG0032060					Pp3c15_15200
OG0032061					Pp3c15_15760
OG0032062					Pp3c15_16140
OG0032063					Pp3c15_16470
OG0032064					Pp3c15_16460
OG0032065					Pp3c15_17070
OG0032066					Pp3c15_17620
OG0032067					Pp3c15_17800
OG0032068					Pp3c15_18410
OG0032069					Pp3c15_19130
OG0032070					Pp3c15_19740
OG0032071					Pp3c15_19830
OG0032072					Pp3c15_20130
OG0032073					Pp3c15_19950
OG0032074					Pp3c15_19790
OG0032075					Pp3c15_21000
OG0032076					Pp3c15_20900
OG0032077					Pp3c15_20930
OG0032078					Pp3c15_21210
OG0032079					Pp3c15_21090
OG0032080					Pp3c15_20810
OG0032081					Pp3c15_21540
OG0032082					Pp3c15_21200
OG0032083					Pp3c15_21690
OG0032084					Pp3c15_22020
OG0032085					Pp3c15_21980
OG0032086					Pp3c15_22130
OG0032087					Pp3c15_22710
OG0032088					Pp3c15_23190
OG0032089					Pp3c15_23320
OG0032090					Pp3c15_23290
OG0032091					Pp3c15_23158
OG0032092					Pp3c15_23480
OG0032093					Pp3c15_23490
OG0032094					Pp3c15_23650
OG0032095					Pp3c15_23970
OG0032096					Pp3c15_25570
OG0032097					Pp3c14_10
OG0032098					Pp3c14_1010
OG0032099					Pp3c14_970
OG0032100					Pp3c14_1600
OG0032101					Pp3c14_880
OG0032102					Pp3c14_2420
OG0032103					Pp3c14_2520
OG0032104					Pp3c14_2780
OG0032105					Pp3c14_3160
OG0032106					Pp3c14_2320
OG0032107					Pp3c14_3190
OG0032108					Pp3c14_3120
OG0032109					Pp3c14_3070
OG0032110					Pp3c14_2690
OG0032111					Pp3c14_3700
OG0032112					Pp3c14_3080
OG0032113					Pp3c14_3890
OG0032114					Pp3c14_3090
OG0032115					Pp3c14_4080
OG0032116					Pp3c14_3480
OG0032117					Pp3c14_4040
OG0032118					Pp3c14_4790
OG0032119					Pp3c14_4491
OG0032120					Pp3c14_4940
OG0032121					Pp3c14_5030
OG0032122					Pp3c14_5690
OG0032123					Pp3c14_5850
OG0032124					Pp3c14_6360
OG0032125					Pp3c14_7600
OG0032126					Pp3c14_7470
OG0032127					Pp3c14_8000
OG0032128					Pp3c14_7140
OG0032129					Pp3c14_8120
OG0032130					Pp3c14_8020
OG0032131					Pp3c14_8230
OG0032132					Pp3c14_3060
OG0032133					Pp3c14_3220
OG0032134					Pp3c14_7780
OG0032135					Pp3c14_8760
OG0032136					Pp3c14_8630
OG0032137					Pp3c14_7970
OG0032138					Pp3c14_9110
OG0032139					Pp3c14_9480
OG0032140					Pp3c14_9800
OG0032141					Pp3c14_9770
OG0032142					Pp3c14_9390
OG0032143					Pp3c14_10200
OG0032144					Pp3c14_10360
OG0032145					Pp3c14_9790
OG0032146					Pp3c14_10530
OG0032147					Pp3c14_10220
OG0032148					Pp3c14_11450
OG0032149					Pp3c14_11350
OG0032150					Pp3c14_11360
OG0032151					Pp3c14_11480
OG0032152					Pp3c14_11720
OG0032153					Pp3c14_7060
OG0032154					Pp3c14_11540
OG0032155					Pp3c14_12210
OG0032156					Pp3c14_12190
OG0032157					Pp3c14_11920
OG0032158					Pp3c14_12600
OG0032159					Pp3c14_7940
OG0032160					Pp3c14_12200
OG0032161					Pp3c14_13200, Pp3c14_13202
OG0032162					Pp3c14_12620
OG0032163					Pp3c14_13590
OG0032164					Pp3c14_13790
OG0032165					Pp3c14_9130
OG0032166					Pp3c14_14300
OG0032167					Pp3c14_14430
OG0032168					Pp3c14_13700
OG0032169					Pp3c14_14730
OG0032170					Pp3c14_15170
OG0032171					Pp3c14_15440
OG0032172					Pp3c14_15500
OG0032173					Pp3c14_16011, Pp3c14_16048
OG0032174					Pp3c14_16040
OG0032175					Pp3c14_15620
OG0032176					Pp3c14_16860
OG0032177					Pp3c14_17070
OG0032178					Pp3c14_17370
OG0032179					Pp3c14_17440
OG0032180					Pp3c14_17450
OG0032181					Pp3c14_17640
OG0032182					Pp3c14_17760
OG0032183					Pp3c14_18660, Pp3c14_18690
OG0032184					Pp3c14_18850
OG0032185					Pp3c14_18780
OG0032186					Pp3c14_18790
OG0032187					Pp3c14_13090
OG0032188					Pp3c14_19250
OG0032189					Pp3c14_19228
OG0032190					Pp3c14_18541, Pp3c14_18631
OG0032191					Pp3c14_19440
OG0032192					Pp3c14_19800
OG0032193					Pp3c14_19910
OG0032194					Pp3c14_19830
OG0032195					Pp3c14_19990
OG0032196					Pp3c14_20760
OG0032197					Pp3c14_22040
OG0032198					Pp3c14_22130
OG0032199					Pp3c14_22170
OG0032200					Pp3c14_22300
OG0032201					Pp3c14_22380
OG0032202					Pp3c14_22660
OG0032203					Pp3c14_22800
OG0032204					Pp3c14_18770
OG0032205					Pp3c14_23260
OG0032206					Pp3c14_19330
OG0032207					Pp3c14_23540
OG0032208					Pp3c14_23730
OG0032209					Pp3c14_24010
OG0032210					Pp3c14_24240
OG0032211					Pp3c14_24270
OG0032212					Pp3c14_24690
OG0032213					Pp3c14_24960
OG0032214					Pp3c14_20720
OG0032215					Pp3c14_24990
OG0032216					Pp3c14_25220
OG0032217					Pp3c14_24890
OG0032218					Pp3c14_25660
OG0032219					Pp3c14_21400
OG0032220					Pp3c14_26220
OG0032221					Pp3c14_26420
OG0032222					Pp3c14_26550
OG0032223					Pp3c14_26620, Pp3c14_26700
OG0032224					Pp3c14_23490
OG0032225					Pp3c13_170
OG0032226					Pp3c13_80
OG0032227					Pp3c13_190
OG0032228					Pp3c13_930
OG0032229					Pp3c13_1200
OG0032230					Pp3c13_910
OG0032231					Pp3c13_1240, Pp3c13_1250
OG0032232					Pp3c13_1530
OG0032233					Pp3c13_2240
OG0032234					Pp3c13_2420
OG0032235					Pp3c13_2040
OG0032236					Pp3c13_2610
OG0032237					Pp3c13_2880
OG0032238					Pp3c13_3190
OG0032239					Pp3c13_2820
OG0032240					Pp3c13_2770
OG0032241					Pp3c13_3330
OG0032242					Pp3c13_3840
OG0032243					Pp3c13_3400
OG0032244					Pp3c13_3740
OG0032245					Pp3c13_4270
OG0032246					Pp3c13_4680
OG0032247					Pp3c13_4780
OG0032248					Pp3c13_5490
OG0032249					Pp3c13_5070
OG0032250					Pp3c13_5530
OG0032251					Pp3c13_6290
OG0032252					Pp3c13_6820
OG0032253					Pp3c13_6510
OG0032254					Pp3c13_7160
OG0032255					Pp3c13_2710
OG0032256					Pp3c13_7580
OG0032257					Pp3c13_2910, Pp3c13_2960
OG0032258					Pp3c13_7510
OG0032259					Pp3c13_7130
OG0032260					Pp3c13_6810
OG0032261					Pp3c13_6990
OG0032262					Pp3c13_8030
OG0032263					Pp3c13_8600
OG0032264					Pp3c13_8010
OG0032265					Pp3c13_8500
OG0032266					Pp3c13_9260
OG0032267					Pp3c13_9880
OG0032268					Pp3c13_10760
OG0032269					Pp3c13_10720
OG0032270					Pp3c13_11640
OG0032271					Pp3c13_11710
OG0032272					Pp3c13_11960
OG0032273					Pp3c13_12000
OG0032274					Pp3c13_11990
OG0032275					Pp3c13_12160, Pp3c13_12161
OG0032276					Pp3c13_12410
OG0032277					Pp3c13_12540
OG0032278					Pp3c13_12530
